"Sheet Type","Opus ID","Client Name",Status,"Billing Modality KPI","Service Type Billing","License Billing","BTRC Letter","Security Coverage","Payment Plan","Other Upstream","S&M KAM","Team Name","Collection KAM","Collection Supervisor","NTTN Billing KAM","IIG/ITC Billing KAM","NTTN Billing Commencement Date","IIG/ITC Billing Commencement Date","Agreement Status","BTRC License Discontinuation Date",Legal,"Service Discontinuation Date"
Live,012209431,"M/s Nurjahan Broadband Internet",Active,Post-paid,"NTTN, IIG",District,,1,,No,"Md. Shahinur Islam Saju","Team Mosabbir",Anik,"CS Tarikul",Ejaz,Mahbub,2022-11-18,2022-11-18,Done,2026-11-28,No,
Live,012107149,"M/S Saiba International",Active,Pre-paid,IIG,Upazila/Thana,,0.99659346234688695,,Yes,"Jannatul Nayem","Team Mitul",Shohag,"CS Mithun",N/A,Monira,2021-11-14,2021-11-14,Done,2024-04-07,No,
Live,012003277,"M/s Satellite Connection",Active,Pre-paid,"NTTN, IIG",Divisional,1st,0.60507674144037782,,Yes,"Md. Fazle Rabbi","Team Sujon",Ehsanul,"CS Mithun",Ejaz,Aftab,2017-04-01,2025-03-03,Done,2026-12-18,No,
Live,012203136,"M/s Unicom Multi System",Active,Pre+Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Sohel Rana","Team Jahirul",Shareef,"CS Tarikul",Ejaz,Aftab,2017-04-01,2020-04-15,Done,2026-05-10,No,
Live,012418195,"M/s Universal Multimedia Center",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Sarwar,"CS Azim",Waly,Tawhid,2024-10-02,2024-05-31,Done,2026-11-29,No,
Live,012206995,"M/s. Active Multimedia",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Rubaet Bin Hasan","Team Jahirul",Anik,"CS Tarikul",Ejaz,Aftab,2024-12-21,2024-12-21,Done,2022-01-23,No,
Live,012209356,"M/S. BD Cloud",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Sarwar,"CS Azim",Waly,N/A,,,Done,2023-01-30,No,
Live,012618380,"M/S. Blueberry Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.96309878918574576,,No,"Md. Mahin Alam","Team Abid",Naznin,"CS Shehave",Nayeemur,Aftab,,2026-06-01,Done,2027-04-10,No,
Live,012209537,"M/s. Brosis Communication",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Mezbah Uddin Chy","Team Sakib",Anik,"CS Tarikul",Tanim,Mahbub,2022-09-21,2022-09-21,Done,2024-02-24,No,
Live,012107079,"M/s. Cyber Planet",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Asif,"CS Shehave",Waly,Mahbub,2024-10-02,2022-01-02,Done,2021-02-28,No,
Live,012104621,"M/s. Doly IT Corner",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Khairul,"CS Tarikul",Tanim,Monira,2023-12-30,2023-12-02,Done,2023-01-13,No,
Live,012208271,"M/s. Elite Communication",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md.Israfil Khan","Team Israfil",Shohag,"CS Mithun",Tanim,Mahbub,2024-12-03,2024-12-03,Done,2024-01-16,No,
Live,012203361,"M/s. Era Traders",Active,Post-paid,"NTTN, IIG",Divisional,1st,1,,No,Ashak-A-Mahbub,"Team Abid",Shohag,"CS Mithun",Nayeemur,Aftab,2018-04-01,2018-04-01,Done,2023-01-31,No,
Live,012212756,"M/s. Fast Cyber Network",Active,Pre-paid,IIG,"Category - A",,1,,Yes,"Rubaiyat Rahman","Team Jahirul",Shareef,"CS Tarikul",N/A,Tawhid,,2022-11-07,Done,2022-01-24,No,
Live,012212796,"M/s. Flash Net Enterprise",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Wahiduzzaman Shanto","Team Ryhan",Hasnat,"CS Azim",Nayeemur,Monira,,2023-12-10,Done,2024-08-04,No,
Live,012204598,"M/s. Gaibandha Broadband Network",Active,Post-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md. Shahinur Islam Saju","Team Mosabbir",Anik,"CS Tarikul",Waly,Mahbub,2023-09-15,2021-10-13,Done,2027-05-20,No,
Live,012312995,"M/s. Global Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Asif Ahamed Dipu","Team Ryhan",Ehsanul,"CS Mithun",Waly,Aftab,2024-11-15,2024-11-15,Done,2026-11-30,No,
Live,012203083,"M/s. Grameen Communications",Active,Post-paid,"NTTN, IIG",Nationwide,,0.91355795148247976,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Naznin,"CS Shehave",Nayeemur,Aftab,2017-06-01,2017-05-28,Done,2026-01-17,No,
Live,012207216,"M/s. Green Broadband Network Service",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"Md. Mezbah Uddin Chy","Team Sakib",Sarwar,"CS Azim",Waly,Mahbub,2023-08-01,2022-02-15,Done,2027-07-27,No,
Live,012317076,"M/S. H.R. Enterprise",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"Umaya Afrin Priya","Team Mitul",Anik,"CS Tarikul",Nayeemur,Tawhid,,2026-02-02,,,No,
Live,012003259,"M/s. Help Line",Active,Post-paid,"NTTN, IIG",Divisional,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Khairul,"CS Tarikul",Tanim,Aftab,2015-04-01,2014-02-16,Done,2026-09-18,No,
Live,012203409,"M/s. I Link Internet Service",Active,Post-paid,"NTTN, IIG",Divisional,,1,,No,"Md. Mostafizur Rahman","Team Fahad",Sarwar,"CS Azim",Tanim,Aftab,2018-06-18,2018-06-18,Done,2023-01-15,No,
Live,012103340,"M/s. IncomIT Solution",Active,Post-paid,"NTTN, IIG",Nationwide,,0.91957498514831471,,Yes,"Md. Abid Hasan","Team Abid",Khairul,"CS Tarikul",Waly,Tawhid,2017-02-07,2023-10-17,Done,2025-07-12,No,
Live,012418243,"M/s. Jamalpur Online",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Md.Mominul Islam","Team Fahad",Shohag,"CS Mithun",Waly,Monira,2024-09-01,2024-09-01,Done,2022-04-09,No,
Live,012204718,"M/s. JGC Broadband & IT Solution",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Sarwar,"CS Azim",Nayeemur,Mahbub,2021-09-02,2021-09-02,Done,2021-11-02,No,
Live,012207135,"M/s. Mahim Electronics",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mostafizur Rahman","Team Fahad",Asif,"CS Shehave",Waly,Monira,2023-12-21,2023-12-21,Done,2024-10-27,No,
Live,012203106,"M/s. Maya Cyber World",Active,Post-paid,"NTTN, IIG",Divisional,1st,0.65344816440867459,,Yes,"Md. Shahinur Islam Saju","Team Mosabbir",Ehsanul,"CS Mithun",Ejaz,Aftab,2017-03-30,2016-04-20,Done,2027-06-14,No,
Live,012203203,"M/s. Millennium Computer's & Networking",Active,Post-paid,"NTTN, IIG",Divisional,1st,1,,No,"Md. Mostafizur Rahman","Team Fahad",Ehsanul,"CS Mithun",Waly,Aftab,2017-12-01,2018-06-01,Done,2025-06-29,No,
Live,012104799,"M/S. Mostofa Trade Corporation",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Rubaet Bin Hasan","Team Jahirul",Shareef,"CS Tarikul",N/A,Mahbub,,2026-06-07,,,No,
Live,012307046,"M/s. Multi Link International",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Tabassom Tamanna Haque","Team Abid",Shohag,"CS Mithun",Ejaz,Mahbub,2023-01-01,2022-11-01,Done,2023-01-16,No,
Live,012518337,"M/s. Mux Technologies",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Tasnim Rahman Nafis","Team Sakib",Mehedi,"CS Azim",Nayeemur,Monira,,2025-08-01,Done,2027-01-01,No,
Live,012207138,"M/s. Mymensing Easynet BD",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mostafizur Rahman","Team Fahad",Asif,"CS Shehave",Ejaz,Monira,2025-03-28,2024-02-20,Done,2023-11-03,No,
Live,012103073,"M/S. Nation Communication (AMAR ISP)",Active,Pre-paid,NTTN,Nationwide,,0.97498866812871166,,Yes,"Tabassom Tamanna Haque","Team Abid",Hasan,"CS Shehave",Tanim,N/A,2017-01-01,,Done,2023-08-10,No,
Live,012207167,"M/S. Posh Communication",Active,Pre-paid,NTTN,"Thana - ISP",,1,,Yes,"Tabassom Tamanna Haque","Team Abid",Shareef,"CS Tarikul",Nayeemur,N/A,,,,,No,
Live,012204731,"M/s. Progoti IT",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Shareef,"CS Tarikul",Tanim,Aftab,2024-01-05,2024-12-31,Done,2023-09-02,No,
Live,012209355,"M/s. Race IT",Active,Pre-paid,IIG,"Thana - ISP",,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Naznin,"CS Shehave",N/A,Aftab,,2026-05-20,Done,2028-01-31,No,
Live,012204574,"M/s. Rawshanara Internet Communication",Active,Pre-paid,IIG,Divisional,,1,,No,"Md. Fazle Rabbi","Team Sujon",Naznin,"CS Shehave",N/A,Mahbub,,2019-12-02,Expired,2026-06-04,No,
Live,012103142,"M/s. S. S. Ali & Co.",Active,Post-paid,"NTTN, IIG",Divisional,1st,1,Yes,Yes,"SK Sanaullah","Team Ryhan",Tarikul,"CS Tarikul",Tanim,Aftab,2017-04-01,2020-08-01,Done,2021-06-21,No,
Live,012518348,"M/S. Solution",Active,Pre-paid,NTTN,Divisional,1st,1,Yes,No,"Jannatul Nayem","Team Mitul",Shohag,"CS Mithun",Nayeemur,N/A,,,,,No,
Live,012203232,"M/S. Speed Net",Active,Pre+Post-paid,"NTTN, IIG",Divisional,1st,0.91936811774808014,,Yes,"SK Sanaullah","Team Ryhan",Ehsanul,"CS Mithun",Tanim,Aftab,2017-06-24,2017-06-24,Done,2021-11-23,No,
Live,032204838,"M/s. Sreejon Online.Com",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Jannatul Nayem","Team Mitul",Sarwar,"CS Azim",Waly,Mahbub,2021-12-01,2021-11-26,Done,2022-01-12,No,
Live,012204750,"M/S. Step Net System (SNS)",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Mustafijur Rahman Shishir","Team Mitul",Asif,"CS Shehave",N/A,Monira,,2025-10-16,,,No,
Live,012212753,"M/s. Taltola.Net",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Umaya Afrin Priya","Team Mitul",Shareef,"CS Tarikul",,Tawhid,2024-12-02,2024-12-02,Done,2021-11-27,No,
Live,012106955,"M/s. Techno One Line",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Umaya Afrin Priya","Team Mitul",Khairul,"CS Tarikul",Nayeemur,Tawhid,2023-06-25,2021-12-17,Done,2021-01-24,No,
Live,012209461,"M/s. Tisha&Tanisha Enterprise",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Jibeshwar Purakayastha","Team Talha",Mehedi,"CS Azim",Ejaz,Tawhid,2022-08-20,2022-08-20,Done,2027-05-25,No,
Live,012204688,"M/s. Tuhin Enterprise",Active,Post-paid,"NTTN, IIG","Category - A",,1,,Yes,"Abu Talha Shawon","Team Talha",Mehedi,"CS Azim",Waly,Mahbub,2021-07-07,2022-07-29,Done,2026-02-14,No,
Live,012107168,"M/s. Unique Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Sohel Rana","Team Jahirul",Sarwar,"CS Azim",Nayeemur,Mahbub,2023-10-28,2023-05-30,Done,2022-02-15,No,
Live,012104747,"M/s. Video Elephant",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Sadia Nowshin Farin","Team Talha",Shohag,"CS Mithun",Waly,Tawhid,2023-03-01,2021-09-15,Done,2023-04-29,No,
Live,012204667,"M/s. Yes Enterprise",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"Md. Fazle Rabbi","Team Sujon",Shohag,"CS Mithun",Ejaz,Mahbub,2021-06-01,2021-06-01,Done,2024-01-16,No,
Live,012312991,"M/s. Zannat International",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"SK Sanaullah","Team Ryhan",Asif,"CS Shehave",Waly,Mahbub,2023-05-01,2023-05-01,Done,2023-07-22,No,
Live,012204662,"M/s. Zubair IT Expert",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"SK Sanaullah","Team Ryhan",Mehedi,"CS Azim",Waly,Tawhid,2021-04-09,2021-04-10,Done,2022-01-24,No,
Live,012313010,"Ma Internet",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Umaya Afrin Priya","Team Mitul",Ehsanul,"CS Mithun",Nayeemur,Tawhid,2024-01-07,2024-01-07,Done,2028-02-14,No,
Live,012107147,"Ma Network Service",Active,Pre-paid,IIG,"Thana - ISP",,0.99206349206349209,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Sarwar,"CS Azim",N/A,Tawhid,,2024-03-08,Done,2025-11-02,No,
Live,012207136,"Maa Internet Service Provider",Active,Post-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md.Mominul Islam","Team Fahad",Mehedi,"CS Azim",Waly,Mahbub,2022-12-01,2022-09-30,Done,2023-09-19,No,
Live,012209335,"Magnet Telecommunication",Active,Pre-paid,NTTN,"Thana - ISP",,1,,No,"Syed Shihab Rahman","Team Abid",Azim,"CS Azim",Waly,Mahbub,2022-11-09,2023-05-09,Done,2026-12-18,No,
Live,012103457,"Maher International",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Mezbah Uddin Chy","Team Sakib",Mehedi,"CS Azim",Nayeemur,Mahbub,,2025-07-09,Done,2023-07-31,No,
Live,012418288,"Mahrin Network",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Mahin Alam","Team Abid",Anik,"CS Tarikul",N/A,Monira,,2025-01-03,0,2027-05-30,No,
Live,012317108,"Maijdee Supernet",Active,Pre-paid,NTTN,Divisional,,0.60738581146744408,,Yes,"Md.Israfil Khan","Team Israfil",Ehsanul,"CS Mithun",Nayeemur,N/A,2024-12-30,,Done,2027-04-26,No,
Live,012209503,"Maisha Net",Active,Pre-paid,IIG,District,,1,,Yes,"Md.Israfil Khan","Team Israfil",Mithun,"CS Mithun",Tanim,Monira,2024-12-29,2024-11-01,Done,2027-04-27,No,
Live,012004558,"Maltia Network's",Active,Pre-paid,"NTTN, IIG",District,,0.60231414813534534,,Yes,"K.M. Mazharul Islam","Team Mosabbir",Hasan,"CS Shehave",Tanim,Monira,2024-02-29,2024-02-28,Done,2023-09-22,No,
Live,012209466,"Manda Online",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0.47207945097159854,,Yes,"Md. Sohel Rana","Team Jahirul",Hasan,"CS Shehave",Nayeemur,Mahbub,,2026-05-01,0,2027-05-30,No,
Live,112203249,"Mango Teleservices Ltd",Active,Post-paid,NTTN,IIG,,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Mithun,"CS Mithun",Jubayar,N/A,2012-10-15,,Done,2027-04-11,No,
Live,011903151,"Manor IT Limited",Active,Pre-paid,"NTTN, IIG",Nationwide,,0.71568840584436233,,Yes,"Jibeshwar Purakayastha","Team Talha",Mehedi,"CS Azim",Tanim,Monira,2024-06-17,2024-06-14,Done,2026-09-25,No,
Live,022206908,"Master Digital Network",Active,Pre-paid,NTTN,"Cable TV",,1,,No,"Md. Mostafizur Rahman","Team Fahad",Mehedi,"CS Azim",Ejaz,N/A,2021-12-01,,Done,2023-12-31,No,
Live,012313006,"Master IT",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Mushfek Arefin","Team Mosabbir",Asif,"CS Shehave",Waly,Mahbub,2023-05-21,2023-05-21,Done,2023-03-04,No,
Live,012003178,"Match Net",Active,Post-paid,NTTN,"Thana - ISP",,0.63735521701083842,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Hasnat,"CS Azim",Tanim,N/A,2015-12-18,,Done,2023-04-29,No,
Live,012204508,"Matrix BD",Active,Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Mostafizur Rahman","Team Fahad",Khairul,"CS Tarikul",Tanim,Aftab,2019-04-04,2019-04-04,Done,2023-08-08,No,
Live,012204739,"Matuail Broadband Internet",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Asif,"CS Shehave",Waly,Monira,2022-09-08,2022-12-31,Done,2024-01-08,No,
Live,112304707,"Max Hub Limited",Active,Post-paid,"NTTN, ITC",IIG,,0,Yes,Yes,"Jahirul Islam","Team Jahirul",Mithun,"CS Mithun",Ejaz,Jubayar,2021-11-01,2021-11-01,Done,2026-04-13,No,
Live,012314024,"Maxtop Tech",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"K.M. Mazharul Islam","Team Mosabbir",Khairul,"CS Tarikul",Nayeemur,Monira,,2025-11-11,,,No,
Live,012207137,Mayasoft,Active,Post-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mostafizur Rahman","Team Fahad",Hasan,"CS Shehave",Ejaz,Mahbub,,2025-06-30,Done,2024-01-16,No,
Live,012203179,"Mazeda Networks Ltd.",Active,Pre+Post-paid,"NTTN, IIG",Divisional,1st,1,,Yes,"Syed Shihab Rahman","Team Abid",Mehedi,"CS Azim",Ejaz,Aftab,2016-05-15,2016-05-01,Done,2026-02-27,No,
Live,012209429,"MBD Connection",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Shamrat Shahriar","Team Ryhan",Shohag,"CS Mithun",Waly,Mahbub,2022-07-01,2022-07-01,Done,2023-09-22,No,
Live,012104726,"MBSM Enterprise",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Asif,"CS Shehave",Waly,Mahbub,2023-04-18,2023-04-18,Done,2023-09-16,No,
Live,012317125,"MC Networks",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Umaya Afrin Priya","Team Mitul",Khairul,"CS Tarikul",Ejaz,Monira,,2025-10-16,,,No,
Live,012312963,MEDIACOM,Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Asif,"CS Shehave",Waly,Mahbub,2023-03-03,2023-03-03,Done,2028-05-02,No,
Live,012203095,"MetroNet Bangladesh Ltd.",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,Yes,"Mosabbir Hussain","Team Mosabbir",Shohag,"CS Mithun",Tanim,Tawhid,2010-12-15,2022-08-24,Done,2022-10-27,No,
Live,012209336,"Miad's Enterprise",Active,Pre-paid,NTTN,"Thana - ISP",,1,,No,"Jibeshwar Purakayastha","Team Talha",Shehave,"CS Shehave",Nayeemur,,2022-06-01,2022-06-01,Done,2027-04-24,No,
Live,012104824,"Microlink Technology",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md.Israfil Khan","Team Israfil",Hasnat,"CS Azim",Ejaz,Mahbub,2024-11-19,2024-11-19,Done,2024-11-19,No,
Live,012107025,"Minara Firoz Infotech",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Neamul Islam","Team Abid",Sarwar,"CS Azim",Nayeemur,Mahbub,,2026-04-16,Done,2027-04-09,No,
Live,012209475,"Minju Online",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Mahin Alam","Team Abid",Mehedi,"CS Azim",Nayeemur,Mahbub,,2026-06-11,,,No,
Live,012203227,"MIR Telecom Limited",Active,Post-paid,"NTTN, ITC",IGW,,0,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Sarwar,"CS Azim",Nayeemur,Jubayar,2011-08-25,2018-08-16,Done,2027-04-11,No,
Live,012208292,"Miraz Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Mominul Islam","Team Fahad",Shareef,"CS Tarikul",Nayeemur,Tawhid,,2022-09-30,Done,2027-04-09,No,
Live,022303209,"Mirpur Digital Cyber Cable TV Network Ltd.",Active,Post-paid,NTTN,"Cable TV",,0,,No,"Mosabbir Hussain","Team Mosabbir",Azim,"CS Azim",Tanim,N/A,2015-02-13,,Done,2024-12-31,No,
Live,012209513,"Mobile Care",Active,Pre-paid,IIG,"Thana - ISP",,1,,Yes,"Md. Taher Bin Hossain","Team Israfil",Hasan,"CS Shehave",N/A,Mahbub,,2022-10-01,Done,2023-12-15,No,
Live,012312909,"Modhumoti Internet Service",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Rubaet Bin Hasan","Team Jahirul",Asif,"CS Shehave",Nayeemur,Mahbub,,2022-10-01,,,No,
Live,012304792,"Moghbazar Dot Net",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Abid Hasan","Team Abid",Sarwar,"CS Azim",Nayeemur,Mahbub,,2025-02-03,Done,2024-02-13,No,
Live,012004610,"Molla Soft Net Technology",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Sohel Rana","Team Jahirul",Tarikul,"CS Tarikul",Tanim,Mahbub,2020-10-17,2020-10-16,Done,2024-08-07,No,
Live,012418212,"Mondal Communication",Active,Pre-paid,IIG,"Thana - ISP",,1,,No,"Md. Fahim Ahmed","Team Ryhan",Hasnat,"CS Azim",N/A,Monira,,2024-05-23,0,2028-05-07,No,
Live,012314036,"Moumita Online",Active,Pre-paid,NTTN,"Thana - ISP",,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Hasan,"CS Shehave",Waly,N/A,2024-04-25,2023-01-31,Done,2027-05-28,No,
Live,012208260,"MSF Network",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Tabassom Tamanna Haque","Team Abid",Anik,"CS Tarikul",Ejaz,Mahbub,2024-07-01,2024-05-01,Done,2027-04-06,No,
Live,012312997,"Mudafa Fiber Net",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"Md. Mahin Alam","Team Abid",Asif,"CS Shehave",Waly,Mahbub,2024-11-19,2023-05-02,Done,2024-09-17,No,
Live,012203344,"Mynet Technologies",Active,Post-paid,NTTN,Divisional,1st,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Anik,"CS Tarikul",Nayeemur,N/A,2018-02-01,,Done,2023-01-17,No,
Live,012209294,"Nabiha Broadband (NB)",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mostafizur Rahman","Team Fahad",Shohag,"CS Mithun",Ejaz,Mahbub,2023-01-01,2022-12-31,Done,2027-03-21,No,
Live,012104773,"Nalta Vision",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"SK Sanaullah","Team Ryhan",Asif,"CS Shehave",Waly,Mahbub,2021-10-15,2021-10-15,Done,2023-03-04,No,
Live,012317073,"Naria Online",Active,Pre-paid,"NTTN, IIG",District,,1,,No,Ashak-A-Mahbub,"Team Abid",Khairul,"CS Tarikul",Ejaz,Monira,2023-09-21,2023-09-20,Done,2026-11-17,No,
Live,012518344,"Nayapara Fiber Online",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0.4785633528148498,,No,"Md. Mahin Alam","Team Abid",Anik,"CS Tarikul",Ejaz,Monira,,2025-08-29,Done,2027-05-03,No,
Live,012418204,"Nazifa Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mezbah Uddin Chy","Team Sakib",Asif,"CS Shehave",Waly,Monira,2024-04-26,2024-04-26,Done,2024-08-31,No,
Live,012304478,"Neef IT Limited",Active,Post-paid,"NTTN, IIG",Divisional,,1,,No,"Abul Khayer Md. Fahad","Team Fahad",Naznin,"CS Shehave",Ejaz,Mahbub,2019-01-01,2018-12-26,Done,2023-11-27,No,
Live,012618385,"Net 2 Home Communication",Active,Pre-paid,IIG/NTTN,Upazila/Thana,,1,,No,"Md. Neamul Islam","Team Abid",Tarikul,"CS Tarikul",Nayeemur,Mahbub,,,,,No,
Live,012208291,"Net Dunia",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Taher Bin Hossain","Team Israfil",Shohag,"CS Mithun",Waly,Monira,2023-12-29,2023-12-29,Done,2022-08-11,No,
Live,012209460,"Net Plus Communications",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Fahim Ahmed","Team Ryhan",Hasan,"CS Shehave",Waly,Mahbub,,2022-07-15,Done,2027-05-28,No,
Live,012209463,"Net Point BD",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Mehedi,"CS Azim",Waly,Mahbub,2022-07-01,2022-07-20,Done,2027-09-04,No,
Live,012418226,"Net Relation",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Jibeshwar Purakayastha","Team Talha",Sarwar,"CS Azim",Ejaz,N/A,,,Done,2028-03-11,No,
Live,012312987,"Net Satellite",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mezbah Uddin Chy","Team Sakib",Naznin,"CS Shehave",Nayeemur,Tawhid,,2023-04-06,Done,2026-11-07,No,
Live,012208263,"Net Zone",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.88786802078445692,,No,"Sadia Nowshin Farin","Team Talha",Khairul,"CS Tarikul",Waly,Tawhid,2022-07-22,2022-08-01,Done,2024-01-29,No,
Live,012207086,"Netcom Internet Service",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Syed Shihab Rahman","Team Abid",Khairul,"CS Tarikul",Waly,Mahbub,2022-03-01,2022-03-01,Done,2027-07-23,No,
Live,012209566,Net-E-Zen,Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Sadia Nowshin Farin","Team Talha",Hasnat,"CS Azim",Ejaz,Tawhid,2024-04-27,2024-04-27,Done,2023-03-27,No,
Live,012203431,Netscope,Active,Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md Mohsin Sujon","Team Sujon",Naznin,"CS Shehave",Tanim,Mahbub,2018-08-02,2018-07-31,Done,2023-01-17,No,
Live,012104713,Netway,Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Hasan,"CS Shehave",Waly,Mahbub,2022-02-04,2021-09-06,Done,2024-07-31,No,
Live,012207089,"Network Park",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Md. Sohel Rana","Team Jahirul",Mehedi,"CS Azim",Waly,Mahbub,,2025-03-01,Done,2026-11-13,No,
Live,012312971,"Network Solution",Active,Pre-paid,NTTN,District,,1,,Yes,"Md. Shamrat Shahriar","Team Ryhan",Mehedi,"CS Azim",Ejaz,N/A,,,Done,2026-12-11,No,
Live,012418202,"New Sky Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Noor Hossain","Team Israfil",Hasnat,"CS Azim",Nayeemur,Mahbub,,2025-06-30,Done,2027-01-12,No,
Live,012104715,"New Top Link",Active,Pre-paid,IIG,Upazila/Thana,,#DIV/0!,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Shehave,"CS Shehave",N/A,Tawhid,,2025-12-31,,,No,
